   price  quantity  type               timestamp
1  42120   27.4801     1 2024-04-28 18:45:10.882
2  42130  193.0000     1 2024-04-28 18:45:10.882
3  42150   42.8275     1 2024-04-28 18:45:10.882
4  42160   75.1637     1 2024-04-28 18:45:10.882
   price  quantity  type               timestamp
0  42090   14.2551     0 2024-04-28 18:45:15.849
1  42060   15.3430     0 2024-04-28 18:45:15.849
2  42050  195.1116     0 2024-04-28 18:45:15.849
3  42040   32.2374     0 2024-04-28 18:45:15.849
4  42030   32.2386     0 2024-04-28 18:45:15.849
   price  quantity  type               timestamp
0  42110  113.0000     1 2024-04-28 18:45:15.849
1  42120   27.4801     1 2024-04-28 18:45:15.849
2  42130  220.4801     1 2024-04-28 18:45:15.849
3  42140   37.7434     1 2024-04-28 18:45:15.849
4  42150   76.4720     1 2024-04-28 18:45:15.849
   price  quantity  type               timestamp
0  42090   14.2551     0 2024-04-28 18:45:20.848
1  42060   15.3430     0 2024-04-28 18:45:20.848
2  42050  195.1116     0 2024-04-28 18:45:20.848
3  42040    4.7573     0 2024-04-28 18:45:20.848
4  42030   32.2386     0 2024-04-28 18:45:20.848
   price  quantity  type               timestamp
0  42100  258.4801     1 2024-04-28 18:45:20.848
1  42120   27.4801     1 2024-04-28 18:45:20.848
2  42130  140.2054     1 2024-04-28 18:45:20.848
3  42140   30.8495     1 2024-04-28 18:45:20.848
4  42150   22.7849     1 2024-04-28 18:45:20.848
   price  quantity  type               timestamp
0  42060   15.3430     0 2024-04-28 18:45:25.824
1  42050  195.1116     0 2024-04-28 18:45:25.824
2  42040    4.7573     0 2024-04-28 18:45:25.824
3  42030   32.2386     0 2024-04-28 18:45:25.824
4  42020  282.2282     0 2024-04-28 18:45:25.824
   price  quantity  type               timestamp
0  42080   74.9999     1 2024-04-28 18:45:25.824
1  42100  145.4801     1 2024-04-28 18:45:25.824
2  42120   27.4801     1 2024-04-28 18:45:25.824
3  42130   65.2056     1 2024-04-28 18:45:25.824
4  42140  330.6570     1 2024-04-28 18:45:25.824
   price  quantity  type               timestamp
0  42060    0.0000     0 2024-04-28 18:45:30.792
1  42050  195.1116     0 2024-04-28 18:45:30.792
2  42040    4.7573     0 2024-04-28 18:45:30.792
3  42030    4.7585     0 2024-04-28 18:45:30.792
4  42020  254.7481     0 2024-04-28 18:45:30.792
   price  quantity  type               timestamp
0  42070  226.8870     1 2024-04-28 18:45:30.792
1  42080   27.4801     1 2024-04-28 18:45:30.792
2  42090  119.8610     1 2024-04-28 18:45:30.792
3  42100  102.4801     1 2024-04-28 18:45:30.792
4  42120  126.4137     1 2024-04-28 18:45:30.792
   price  quantity  type               timestamp
0  41990    4.7630     0 2024-04-28 18:45:35.770
1  41980   27.4801     0 2024-04-28 18:45:35.770
2  41970   47.4801     0 2024-04-28 18:45:35.770
3  41950   27.4801     0 2024-04-28 18:45:35.770
4  41930   72.1304     0 2024-04-28 18:45:35.770
   price  quantity  type               timestamp
0  42040   51.7803     1 2024-04-28 18:45:35.770
1  42050  113.0000     1 2024-04-28 18:45:35.770
2  42060   27.4801     1 2024-04-28 18:45:35.770
3  42070  118.1200     1 2024-04-28 18:45:35.770
4  42080  238.4398     1 2024-04-28 18:45:35.770
   price  quantity  type               timestamp
0  41980    6.7100     0 2024-04-28 18:45:40.726
1  41970   20.0000     0 2024-04-28 18:45:40.726
2  41950   27.4801     0 2024-04-28 18:45:40.726
3  41940   52.4801     0 2024-04-28 18:45:40.726
4  41930   25.0000     0 2024-04-28 18:45:40.726
   price  quantity  type               timestamp
0  42030   27.4801     1 2024-04-28 18:45:40.726
1  42040   51.7803     1 2024-04-28 18:45:40.726
2  42060  147.3411     1 2024-04-28 18:45:40.726
3  42070   55.6692     1 2024-04-28 18:45:40.726
4  42080  113.0000     1 2024-04-28 18:45:40.726
   price  quantity  type               timestamp
0  41990    2.3815     0 2024-04-28 18:45:45.690
1  41970   20.0000     0 2024-04-28 18:45:45.690
2  41950   27.4801     0 2024-04-28 18:45:45.690
3  41940   52.4801     0 2024-04-28 18:45:45.690
4  41930   25.0000     0 2024-04-28 18:45:45.690
   price  quantity  type               timestamp
0  42030   27.4801     1 2024-04-28 18:45:45.690
1  42040   51.7803     1 2024-04-28 18:45:45.690
2  42050   38.0000     1 2024-04-28 18:45:45.690
3  42060  222.3411     1 2024-04-28 18:45:45.690
4  42070   37.9174     1 2024-04-28 18:45:45.690
   price  quantity  type               timestamp
0  41970    0.0000     0 2024-04-28 18:45:50.696
1  41960   27.4801     0 2024-04-28 18:45:50.696
2  41950   27.4801     0 2024-04-28 18:45:50.696
3  41940   27.4801     0 2024-04-28 18:45:50.696
4  41930   52.4801     0 2024-04-28 18:45:50.696
   price  quantity  type               timestamp
0  42040  171.6413     1 2024-04-28 18:45:50.696
1  42050   38.0000     1 2024-04-28 18:45:50.696
2  42060  102.4801     1 2024-04-28 18:45:50.696
3  42070   85.4600     1 2024-04-28 18:45:50.696
4  42080  158.5367     1 2024-04-28 18:45:50.696
   price  quantity  type               timestamp
0  41970    0.0000     0 2024-04-28 18:45:55.655
1  41960   27.4801     0 2024-04-28 18:45:55.655
2  41950   67.8638     0 2024-04-28 18:45:55.655
3  41940  165.7255     0 2024-04-28 18:45:55.655
4  41930  170.4801     0 2024-04-28 18:45:55.655
   price  quantity  type               timestamp
0  42020   38.0000     1 2024-04-28 18:45:55.655
1  42030   75.0000     1 2024-04-28 18:45:55.655
2  42040   51.7803     1 2024-04-28 18:45:55.655
3  42050  118.0000     1 2024-04-28 18:45:55.655
4  42060  102.4801     1 2024-04-28 18:45:55.655
   price  quantity  type               timestamp
0  41980   27.4801     0 2024-04-28 18:46:00.625
1  41970    2.3826     0 2024-04-28 18:46:00.625
2  41960   65.4801     0 2024-04-28 18:46:00.625
3  41950  104.8638     0 2024-04-28 18:46:00.625
4  41940   65.7255     0 2024-04-28 18:46:00.625
   price  quantity  type               timestamp
0  42020   38.0000     1 2024-04-28 18:46:00.625
1  42030   75.0000     1 2024-04-28 18:46:00.625
2  42050  118.0000     1 2024-04-28 18:46:00.625
3  42060  222.3411     1 2024-04-28 18:46:00.625
4  42070   75.1399     1 2024-04-28 18:46:00.625
   price  quantity  type               timestamp
